track_name,artist_name
(sittin' on) the dock of the bay,glen campbell
goodbye bread,ty segall
life of the party,debbie davies
i crave my pig meat,blind boy fuller
so far away,dire straits
you're my best friend,queen
checkin' up on my baby,sonny boy williamson ii
roxanne,sly & robbie
"champagne for my real friends, real pain for my sham friends",fall out boy
a million and one,dean martin
yesterday's mistakes,oi va voi
guess who's coming to dinner,black uhuru
highway star,deep purple
drifter,iron maiden
life's too short to love like that,faith hill
"touch me, lord jesus",lavern baker
say yes,floetry
barton hollow,the civil wars
my own way,duran duran
street hop 2010,"royce da 5'9"""
two rights,the allman brothers band
moonlight lover,joya landis
love all the hurt away,george benson
shadow,soja
you're my witness,clay walker
night nurse,gregory isaacs
the black swan,nina simone
silly crush,masaki matsubara
moonlight bay,the drifters
two hearts,special efx
camilo,chadwick stokes
shoeshine boy,eddie kendricks
lorena,john hartford
vertigo,khalid
tooth fang & claw,ted nugent
brave man's death,j. roddy walston & the business
all day all night,ziggy marley & the melody makers
broken hearted blues,t. rex
"woman, sensuous woman",mark chesnutt
experience,gentle giant
what's love (feat. akon),shaggy
get outta my car,hasil adkins
summer depression,girl in red
little talks,of monsters and men
that's how strong my love is,the youngbloods
radar,morphine
100 years,five for fighting
trust in me,etta james
shocking out,ini kamoze
the legend of bonnie and clyde,merle haggard
(ghost) riders in the sky,chris ledoux
i want out,helloween
waiting for you,grizfolk
$50 dollars and a flask of crown,bleu edmondson
can't use me,john holt
walk of shame,deap vally
all day all night,moon taxi
tetrastructural minds,vektor
opiate,tool
four kicks,kings of leon
way out,krizz kaliko
sometimes,flamin' groovies
soulin,j.j. cale
i can't love you back,easton corbin
possession,iron butterfly
baby's got a hold on me,nitty gritty dirt band
journey to a rainbow,chuck mangione
since i don't have you,the skyliners
a reunion,gentle giant
takin it to the streets,quincy jones
take these chains from my heart,ray price
we will rise,dirty heads
matilda,alt-j
i see a darkness,johnny cash
"10,000 reasons (bless the lord) [feat. avion blackman]",christafari
distopian dream girl,built to spill
hip hop kid,afu-ra
my ride,nappy roots
reggae train,kapena
you make loving fun,fleetwood mac
joy and pain,count basic
jacki,the cars
sweet dreams,roy buchanan
penthouse serenade,erroll garner
falling in love with you,the impressions
sukiyaki,chet atkins
night life,willie nelson
let's seize the time,jimmy cliff
the nearness of you,michael brecker
flick of the switch,ac/dc
tres delinquentes,delinquent habits
sonny got caught in the moonlight,robbie robertson
too much love will kill you,queen
get myself together,dennis brown
long tall sally,the beatles
going to a ball,dennis brown
hit or miss,new found glory
under the gun,poco
born in dissonance,meshuggah
everything good is bad,jj grey & mofro
after the lights go out,ricky van shelton
guilty,george shearing
heaven sent me you,john michael montgomery
parallel universe,red hot chili peppers
i thought of you,connie smith
i don't want to live without you,foreigner
act nice and gentle,the black keys
joy to the world,kenny g
crow black chicken,ry cooder
endless nights,eddie money
no puedo dejarte de amar (with jesús navarro),kalimba
she cant wait,demarco
firelight (feat. lou lou ghelichkhani),thievery corporation
alone again or,the damned
chicago,groove armada
love love love,the clovers
the singer,ty segall
time,the alan parsons project
"minnesota, wi",bon iver
i wish you were here,al green
feelings,perry como
goin' down,allen toussaint
you'll never be the same,graham nash
electric red,meshuggah
if i'm sleeping,bad company
paint me,ohio players
cry myself to sleep,del shannon
forest whitiker,brother ali
when i'm small,phantogram
song and dance man,johnny paycheck
forget it,st germain
watching the detectives,elvis costello
you are the love of my life,george benson
"hey, leigh",thieving birds
a good time man like me ain't got no business [singin' the blues],jim croce
1 4 2,inner wave
mom,"earth, wind & fire"
don't let your sweet love die,ricky skaggs
cocody rock,alpha blondy
won't go home without you,maroon 5
super charger heaven,white zombie
i'm gonna be free,the ethiopians
mad love,mabel
hard life,eddie money
is it good to you,the whispers
would you be my lady,david allan coe
wild goose chase,steel pulse
peregrine,donovan
my guitar sings the blues,b.b. king
folitician,ub40
gideon's bible,john cale
blue skies,noah and the whale
calling on you,stryper
if i killed someone for you,alec benjamin
down here on the ground,grant green
blowin' smoke,david ball
you are not alone,michael jackson
i wish that i could fall in love today,barbara mandrell
push it,twenty88
(sittin' on) the dock of the bay,waylon jennings
jealous of the angels,donna taggart
karate,galactic
what becomes of the broken-hearted,joe cocker
just a little love,38 special
reckoning lament,lincoln durham
hey suburbia,screeching weasel
cuando cuando,tito rodriguez
only you (and you alone),ringo starr
dehumanization,meshuggah
cold hard facts of love,mel mcdaniel
known only to him,don gibson
write a letter,jj grey & mofro
million miles away,the offspring
more,soja
the impossible dream (the quest),andy williams
dream lover,johnny burnette
you've changed,dexter gordon
dregs fall to the wicked,the outlaws
j. beez comin' through,jungle brothers
shadows on the wall,jean shepard
when a man loves a woman,michael bolton
apartheid,peter tosh
heartlight,kenny loggins
that's gonna leave a memory,easton corbin
july,hunny
opera wine,elephant man
two more wishes,george strait
waited too long,brett eldredge
love in the first degree,alabama
out getting ribs,king krule
teach the world,lucky dube
my life,mary j. blige
too much of nothing,ufo
hip hop locos,lighter shade of brown
tennessee bottle,kenny rogers
the honeydripper,joe liggins
bye bye bird,sonny boy williamson ii
lusty,lamb
true believers,the black angels
diamond meadows,t. rex
96 tears,the modern lovers
who put all my ex's in texas,willie nelson
if i should lose you,nina simone
handshake,two door cinema club
i'm alive (that was the day my dead pet returned to save my life),alice cooper
stairway to the sea (scalinatella),johnny mathis
(we're gonna) rock around the clock,bill haley & his comets
swish swish,katy perry
s.t.p.,sublime
wish i was in heaven sitting down,r.l. burnside
necrophobic,slayer
former lee warmer,alice cooper
the parasite (for buffy),eugene mcdaniels
between the devil and the deep blue sea,ella fitzgerald
judas,cage the elephant
dark days,fat freddy's drop
when you walked by,nat king cole
toys in the attic,jack jones
fool if you think it's over,elkie brooks
she belongs to me,bob dylan
you'll lose a good thing,aretha franklin
breaking us in two,joe jackson
it's gotta be you,lesley gore
distraction (feat. garrett douglas),unified highway
ain't found nobody,the mavericks
all hell breaks loose,misfits
teach me tonight,al jarreau
sun touch,herbie hancock
make up your mind,the j. geils band
mykonos,fleet foxes
together again,emmylou harris
i'll be easy to find,johnny mathis
100 miles,blake shelton
world on fire (with slightly stoopid),stick figure
blue for old hawaii,hank snow
this time the dreams on me,june christy
survival,america
we sing hallelujah,richard thompson
million dollar man,lana del rey
copycat,billie eilish
i do believe (i fell in love),donna summer
spellbound,rae & christian
stand strong,smif-n-wessun
"get up, stand up",bob marley & the wailers
the stumble,john mayall & the bluesbreakers
the gypsy,deep purple
nobody makes money,fantastic negrito
alive,kenny wayne shepherd
it's not over (if i'm not over you),mark chesnutt
one kiss,eddie cochran
april in paris,doris day
the ceremony,george jones
soldier of the heart,judee sill
this aint funny,loon
you take my breath away,minnie riperton
limo wreck,soundgarden
evidence of love,gregg allman
with tomorrow,gene clark
lookin' out my back door,john fogerty
mama,genesis
eldorado finale,electric light orchestra
who can i run to,xscape
lost in moments,ulver
it feels alright,black lips
(you're my) soul and inspiration,the righteous brothers
wait for the sunshine,lester flatt
headin' west,dan seals
i was doing all right,oscar peterson
jah jah is the conqueror,linval thompson
medley,willie nelson
is it already time,george strait
shoot the runner,kasabian
sulk,radiohead
i have loved you girl (but not like this before),earl thomas conley
summer in dixie,confederate railroad
messiah,mavado
home,eli young band
miss melody,miri ben-ari
doctor foo,parov stelar trio
in the jailhouse now,willie nelson
south carolina low country,josh turner
lack of communication,ratt
call my name,joe bataan
my fault,imagine dragons
amidinine,bombino
i sure miss you,gene vincent & his blue caps
butterflies and hurricanes,muse
baby come rock,wailing souls
guku,xavier rudd
keep your worries,guru's jazzmatazz
nothing,phish
in my eyes,frankie valli
devil's dance,cortex
open your heart,madonna
so in love,orchestral manoeuvres in the dark
digits,young thug
spread propaganga,ranking joe
cause i'm bone bone,bone thugs-n-harmony
ghost of you,5 seconds of summer
with love (remember),gary moore
home ain't where his heart is (anymore),shania twain
ghouls night out,misfits
a blessing and a curse,"harry connick, jr."
cherry pink and apple blossom white,eddie calvert
fly away,sugarland
enemies,lauv
good life,kanye west
still say yes,wayne wonder
i walk alone,willie nelson
ten crack commandments,the notorious b.i.g.
living on the highway,freddie king
on the other side,the gladiators
delicious,new edition
go!,common
like we ain't ever,luke bryan
the sign of fire,the fixx
high time,kacey musgraves
homebrew,311
lunch break: peak hour,the moody blues
shut me up,old dominion
conquistador,procol harum
i can change,lcd soundsystem
never mind,the replacements
take me in your arms and love me,gladys knight & the pips
golden wings (instrumental),gabriel garzón-montano
not alone,red
my way,limp bizkit
last call in jonestown,polkadot cadaver
keepin' up,alabama
it's getting boring by the sea,blood red shoes
raise hell,dorothy
hide away,daya
love help me,deep purple
you are holy (prince of peace),michael w. smith
holding on,jay soto
typical male,tina turner
i go to sleep,pretenders
change your mind,j.j. cale
suffer,staind
talkin' to myself again,tammy wynette
on the road again,bob dylan
too close for comfort,mel tormé
things a get bad to worse,the ethiopians
earth a.d.,misfits
my adobe hacienda,conway twitty
fresh feeling,eels
whisper,chase rice
call me gone,mike bowling
fever,joe sample
they call it stormy monday,john mayall & the bluesbreakers
shoot him down,alice francis
jump,girls aloud
iceman,albert collins
the stroll,chubby checker
tennessee flat top box,johnny cash
everybody wants to rule the world,tears for fears
suru-lere,prince far i
listener supported,michael franti & spearhead
love in a void,siouxsie and the banshees
"144,000",tribal seeds
riding,michael henderson
saw her standing,ballyhoo!
home (feat. michael bublé),blake shelton
chapters,brett young
human,the killers
fugitive life,bob james
einstein do it,ugly duckling
metal health (bang your head),quiet riot
gangsta's fairytale 2,ice cube
till the end of the day,the kinks
liar,the cranberries
the flame,the black keys
after the ball,johnny cash
outside my window,the fleetwoods
can't stop me now,ted nugent
the song is you,wynton marsalis
use me,pepper
cattle call,billy walker
maintain,cyne
trick or treat,chuck berry
so hard,pet shop boys
empty glass,stoney larue
breathless,todd rundgren
the good left undone,rise against
re-hash,gorillaz
jah loves,the abyssinians
where's your head at,basement jaxx
dream on texas ladies,john michael montgomery
peace cup,macka b
there's a limit,stonewall jackson
mercy walked in,gordon mote
sirens (feat. dirty heads),sublime with rome
here in my arms,ella fitzgerald
"here today, gone tomorrow",ramones
the bum,orleans
beautiful boys,yoko ono
sirens,angels & airwaves
dirt road dollars,dirt rock empire
83,83
beverly hills,weezer
the jitterbug,the dovells
the past and pending,the shins
i'll play for you,seals and crofts
keep on the sunny side,nitty gritty dirt band
home,three days grace
don't let the sun catch you cryin',ray charles
send me the moon,sara bareilles
we've only just begun,andy williams
the pilgrim: chapter 33,willie nelson
tomorrow you'll be gone,marty robbins
this masquerade,george benson
pack up,wailing souls
stompin' at the savoy,chick webb
black memories,the growlers
move on,no doubt
good luck & true love,reckless kelly
spirit in black,slayer
down by the river,morgan heritage
serenata,nat king cole
learning to live with me,gary allan
everything (feat. bajka),radio citizen
never gonna fall in love again,eric carmen
as time goes by,carly simon
scream aim fire,bullet for my valentine
hallelujah time,the wailers
this is it,the wood brothers
splash waterfalls,ludacris
kill em with kindness,selena gomez
president amin,capital letters
don't your mem'ry ever sleep at night,ronnie milsap
april come she will,paul simon
king of pain,the police
up the neck,pretenders
players anthem,junior m.a.f.i.a.
deep in a dream,chet baker
wish you were here,avril lavigne
bring it on,deap vally
just for you,can't hang
bring it,trapt
broken,jake bugg
what's true,ziggy marley & the melody makers
is there a place,gyptian
sing me back home,merle haggard
the finer things,kankick
never be alone,shawn mendes
sweet lover,aretha franklin
keep me,khalid
pride,grace jones
behold,culture
no vacancy,neil sedaka
two drops in the ocean,311
dancing to the beat of a broken heart,nitty gritty dirt band
ill na na,foxy brown
take another little piece of my heart,dusty springfield
foolish heart,steve perry
i want to stroll over heaven with you,alan jackson
get mine,evil ebenezer
the meaning of love,steve kuhn
the dogs of war,pink floyd
from the start,steve cole
gilbert's grove,desmond cheese
amazing grace,joan baez
gin and juice (feat. dat nigga daz),snoop dogg
it's de-lovely,oscar peterson
thug story,black rob
all of me,louis armstrong
reflection,christina aguilera
911,soja
"lights out, words gone",bombay bicycle club
in the blue canadian rockies,hank snow
still the night,bodeans
white unicorn,wolfmother
got to get you into my life,dave koz
mvp,big l
the heaven i'm headed to,dierks bentley
yellow roses,ry cooder
give me the simple life,jamie cullum
to where you are,josh groban
imagine that,diamond rio
i'm not havin’ it (re-recorded / remastered),positive k
today,jefferson airplane
justice,sashamon
all night till day light,jacob miller
here we go (live),dispatch
if i can't,50 cent
run bobby run,lesley gore
christ is risen,matt maher
a lonely way to be,lonnie liston smith
attitude,guns n' roses
angelique,walter wanderley
i don't know where to start,eddie rabbitt
he's so fine,the chiffons
in a mellow tone,oscar peterson
it's a lovely day today,ella fitzgerald
dynasty,miia
straight from the factory,clint black
perpetual change,yes
jimmy's bonus beat,jungle brothers
go limp,nina simone
regret,stone senses
wishing well,bob mould
hoover dam,sugar
beat of your heart,cory morrow
goofy's concern,butthole surfers
trying like the devil,aaron watson
pick up the pieces,carla thomas
yesterday,imagine dragons
until it's time for you to go,willie nelson
i can let go now,michael mcdonald
angel of death,thin lizzy
my life,ohio players
if i hock my guitar (feat. self-made men),delbert mcclinton
let's fall in love,betty carter
genesis,devin townsend
go away little boy,marlena shaw
am i blue?,ricky nelson
i'm not strong enough to say no,blackhawk
from a silver phial,gene clark
internet,all them witches
why we die (feat. dmx and jay z),busta rhymes
hush,tool
dear hip hop,ll cool j
whisper,the dear hunter
believe,foresta
how many times?,insane clown posse
tighten up your wig,steppenwolf
yeah [i'm on it],big kuntry king
this is not america,charlie haden
the air,frank zappa
in christ alone,passion
if i had a hammer,johnny cash
dreamer,tommy bolin
all i do is dream of you,dean martin
goodnight and goodbye,jonas brothers
cold ethyl,alice cooper
doin' my time,johnny cash
love is the only law,ziggy marley & the melody makers
atlas hands,benjamin francis leftwich
you'd be so nice to come home to,helen merrill
liberation conversation,marlena shaw
she is love,parachute
it's real,real estate
hummingbird,wilco
black tar,anders osborne
the sweetest,nightmares on wax
that's all she wrote,ricky nelson
broke and lonely,johnny winter
pig foot pete,ella mae morse
state of the heart,rick springfield
deed i do,ray charles
can't help falling in love with you,"harry connick, jr."
who the fuck are arctic monkeys?,arctic monkeys
"so long, babe",nancy sinatra
weary blues,madeleine peyroux
part two,brad paisley
reveal yourself,dave davies
cryin' for nothin',gary allan
"stand proud (feat. shana halligan, tahir panton & keznamdi)",unified highway
there's no stopping us now,the supremes
i luv it,jeezy
shapes of things to come,gary moore
let it all go,the jeff healey band
overwhelming,jon bellion
pity,bad religion
animal party,the king khan & bbq show
i won't forget you,jim reeves
two heads,jefferson airplane
nightmare,pat green
a shogun named marcus,clutch
sometimes,blink-182
a love so beautiful,roy orbison
if i were a carpenter,johnny rivers
something in common,whitney houston
a satisfied mind,porter wagoner
blues in the night,cab calloway
love soon,john mayer
shitlist,l7
what yo name iz?,kirko bangz
unforgettable,drake
i go crazy,paul davis
on the radio,cheap trick
supercalifragilisticexpialidocious,duke ellington
long time gone,"crosby, stills, nash & young"
you make me believe,kenny g
(ghost) riders in the sky,sons of the pioneers
nevertheless,the brian jonestown massacre
after the fire is gone,conway twitty
joshua,odetta
stranger than fiction,bad religion
corona and lime,shwayze
good years,zayn
beans and cornbread,louis jordan & his tympany five
no dogs allowed,phish
i second that emotion,jerry garcia
there is,the dells
theme from rocky xiii,"""weird al"" yankovic"
over,drake
beltane,jethro tull
you're something else,jimmy reed
the transformers theme,lion
calling occupants of interplanetary craft,klaatu
rock me,sister rosetta tharpe
let's stay together,al green
after i fall,lee ann womack
out of season,reo speedwagon
i love a man in a uniform,gang of four
dreams,bodeans
drift away,uncle kracker
the stomp,ten years after
so in love,ella fitzgerald
(i'd be) a legend in my time,don gibson
is there a ghost,band of horses
let it be me,bob dylan
fools rush in,julie london
mandocello,cheap trick
mono,zero 7
cotton fields,porter wagoner
change on our ways,maze
lose my breath,my bloody valentine
remember the alamo,johnny cash
toure kunda,touré kunda
bad liar,selena gomez
little orphan annie,david allan coe
push and shove,the subdudes
no sympathy,the wailers
lead on,george strait
crystal days,echo & the bunnymen
raat andheri door savera,mukesh
hold on i'm coming,welshly arms
optimistic,august greene
"lean wit it, rock wit it",dem franchize boyz
never too late,elton john
ain't got nothin',supreme beings of leisure
give me something,yoko ono
new old songs,neal mccoy
just the same,jefferson starship
make like a tree (get out),thank you scientist
you are my sunshine,mississippi john hurt
frankie's gun!,the felice brothers
pork soda,glass animals
promenade,"emerson, lake & palmer"
laughing,the guess who
love me for a reason,boyzone
crazy man,josefus
bed of coals,warren zevon
moon river,willie nelson
mil hojas,zulú hip hop jam
(it's the way) nature planned it,four tops
house without windows,roy orbison
little jazz,ella fitzgerald
i'm alone in the wilderness,culture
get it on,kingdom come
chop chop,youngbloodz
gettin' hungry (mono),the beach boys
black night,deep purple
here she comes,boney james
by my side,inxs
right here,mark wills
some sunsick day,morgan delt
lonely christmas call,george jones
sippin' on the good times,adam sanders
'bout time,louis armstrong
rip rip woodchip,john williamson
tonight is so right for love,elvis presley
storm music,gil scott-heron
mr. limousine driver,grand funk railroad
the day the world stood still,charley pride
long line of losers,montgomery gentry
getting away with it (all messed up),james
100%,trina
mambo rap,parov stelar
some fools never learn,steve wariner
the awakening,lukas nelson and promise of the real
i was gonna leave tomorrow anyway,trent tomlinson
statue of a fool,jack greene
eulogy,tool
every breath you take,the police
like fire,joan armatrading
i'll sail my ship alone,ray price
thumbs,sabrina carpenter
i'll be loving you (forever),new kids on the block
tell me the story,the grace thrillers
verge,owl city
sarcasm,get scared
mercy train,blues saraceno
sweet and lovely,ella fitzgerald
she don't want me love,swiss
autotheist movement ii: emancipate,the faceless
along comes mary,george benson
heartbreak hotel,willie nelson
white christmas,bing crosby
cry cry blood,steel pulse
under your scars,godsmack
love remains the same,gavin rossdale
this is the carter,lil wayne
from out of nowhere,faith no more
with her head tucked underneath her arm,the kingston trio
ain't life grand,widespread panic
april fools,aretha franklin
after you,the gladiators
running out of lies,willie clayton
get in my car,50 cent
song of india,tommy dorsey
the places you have come to fear the most,dashboard confessional
striking up a love,the green
one of those days,dolly parton
i come and stand at every door,the byrds
pound the alarm,nicki minaj
shot in the dark,ozzy osbourne
evil angel,breaking benjamin
don't listen to the radio,granger smith
your long journey,robert plant
you never cross my mind,vern gosdin
again,flyleaf
turn on the lights,wade bowen
give it away,ziggy marley
it only hurts when i cry,dwight yoakam
spiderhead,cage the elephant
saint germain,dj cam quartet
time changes everything,carl smith
the highest high,china crisis
"hang me, oh hang me",dave van ronk
she will,lil wayne
save yourself,jonny lang
it's a sin,george jones
send me the pillow you dream on,hank locklin
stella by starlight,nat king cole
blue eyes crying in the rain,gene vincent
feeling good,michael bublé
elk.blood.heart,all them witches
human work of art,maxi priest
what are we doin' in love!,dottie west
the bargain store,dolly parton
stay with me,you me at six
let the good times roll,conway twitty
crawl through the darkness,the von bondies
my soul cries your name,x
change,candlebox
peace and love,u-roy
wedding bells,hank williams
japanese buffalo,cage the elephant
witch hunt,rush
the 12th of september,xavier rudd
do it again,queens of the stone age
valley of tears,buddy holly
pop life,prince
lovers live longer,the bellamy brothers
fly away,michael jackson
calgary,bon iver
ring the alarm,stick figure
anything goes,guns n' roses
if you hated me,merle haggard
for the turnstiles,the be good tanyas
butterfly effect,travis scott
hot hot hot!!!,the cure
one night stand,lucinda williams
1492,one drop
love in this club (feat. young jeezy),usher
lately,moneybagg yo
i'll always be loving you,george strait
dream lover,dion
love music,"earth, wind & fire"
power play,steppenwolf
all of me,ella fitzgerald
fame and fortune,bad company
feelin' good,j.b. lenoir
up where we belong,joe cocker
if you were the only girl (in the world),dean martin
coming to getcha,"albert hammond, jr."
voices on the wind,little feat
blue canadian rockies,the byrds
inject the venom,ac/dc
through the years,kenny rogers
why can't i touch it?,buzzcocks
promises,megadeth
shot clock,ella mai
london bridge,bread
pirate jenny,nina simone
e-bow the letter,r.e.m.
half pint,mel waiters
get inside,stone sour
too much on my mind,the kinks
pressure drop,toots & the maytals
"hey, uh, what you say come on",roy ayers ubiquity
dolphins,fred neil
raw ramp,t. rex
just in time,tony bennett
big barn bed,wings
breakdown dead ahead,boz scaggs
life goes on,johnny cash
wedding song,bob dylan
autumn nocturne,john surman
leave it to me,eddie money
one time,the subdudes
sweet city woman,stampeders
if ever i would leave you,aretha franklin
the rain the park and other things,the cowsills
gangs in the street,loverboy
this kiss,faith hill
reckless life,guns n' roses
pain and love,t. rex
brave new world,greta van fleet
i-76,g. love & special sauce
just out of reach (of my two open arms),patsy cline
once upon a lifetime,alabama
cherish the day,robert glasper experiment
bust your windows,jazmine sullivan
the night,the animals
this could be the one,bad company
railroad track,third world
i'll never fall in love again,burt bacharach
don't be a stranger (with eve shapiro),david allan coe
return to me (ritorna-me),dean martin
lethargica,meshuggah
in a week (feat. karen cowley),hozier
my heart's got a memory,eric church
the grouch,green day
i couldn't keep from crying,marty robbins
no bullets spent,spoon
love is all i had,phyllis dillon
violence,blink-182
here comes the night,ben e. king
"i breathe in, i breathe out",chris cagle
ever-changing woman,merle haggard
please don't go,kc & the sunshine band
"dammit, i changed again",the offspring
the sea and me,marty robbins
don't come running back to me,dinah washington
another song about the rain,cracker
gypsy woman,anarbor
fly,devin townsend project
learning,kane brown
love bites,judas priest
so good,dispatch
it ain't right,current swell
i don't wanna walk around with you,ramones
scream,wookiefoot
you really got me,van halen
you alone,connie francis
jailhouse rock,conway twitty
out of hand,gary stewart
don't look back,john lee hooker
i go to sleep,cher
he was really sayin' somethin',the marvelettes
diamonds in the rough,dead moon
everyday (i have the blues),the marshall tucker band
rumours,gentleman
the only way (hymn),"emerson, lake & palmer"
bouquet of roses,marty robbins
sitting still,r.e.m.
winter weather (feat. peggy lee),benny goodman
"ready, aim, fire",pablo moses
painkiller,judas priest
rags and bones,the band
slavery days,burning spear
the fall,half•alive
starting tonight,alabama
bulldog front,fugazi
moonbeams,bent
big in vegas,buck owens
when i grow up (to be a man),the beach boys
don't give in,steel pulse
head on home,firefall
that's all i need,the cadillacs
the long race,bruce hornsby
black juju,alice cooper
oh love,green day
talkin' loud,incognito
cotton candy land,elvis presley
silent night,nat king cole
cry,johnnie ray
my rival,steely dan
paragraph president,blackalicious
lush life,rickie lee jones
nuclear attack,gary moore
rose garden,lynn anderson
no strings attached,*nsync
man in the box,alice in chains
f**k you,sleeping with sirens
mary,kings of leon
come closer,guts
the best is yet to come (feat. patti labelle),"grover washington, jr."
hot blood,lucinda williams
lifer,down
"love, you ain't seen the last of me",john schneider
this song is just for you,hank locklin
criminology,raekwon
tourniquet,breaking benjamin
close my eyes forever,lita ford
when ya get drafted,dead kennedys
blow wind blow,dr. john
the last letter,ray price
it's so heavy,tedeschi trucks band
calling out to you,tedeschi trucks band
this will be the day (feat. casey lee williams),jeff williams
take my hand,wayne toups
i won't cry anymore,dinah washington
24/7 (good lovin'),big bub
carolina moon,the chordettes
"i'd rather be blind, crippled and crazy",the derek trucks band
without love,johnny cash
munny right,jon bellion
trust myself (feat. gallant),tia ray
we're just friends,wilco
lady (you bring me up),commodores
straight up & down,bruno mars
do you believe me now,vern gosdin
put a little love in your heart,marcia griffiths
unchained melody,george benson
overnight sensation,raspberries
way up,popcaan
the pen,shinehead
everyone deserves music,michael franti & spearhead
i'm real,ja rule
the bluest eyes in texas,restless heart
"it's been a long, long time",louis armstrong
bunny,count basie
357,cam’ron
"through the morning, through the night",robert plant
"oh, what a world",kacey musgraves
if i stay too long,thee oh sees
the upsetter,"lee ""scratch"" perry"
lessons learned,dan fogelberg
castaway,brett eldredge
raise your hand,the grace thrillers
summer breeze,the main ingredient
don't push me,ted nugent
broken-hearted lover,the carter family
this love,kadhja bonet
i know,sonny rollins
what's not to love,mark wills
nuclear war,voivod
tin man,miranda lambert
hand me another,gary stewart
dirt,alice in chains
secret doors,robin trower
a blossom fell,nat king cole
once you love,steve earle
all i really want to do,bob dylan
glorious day (living he loved me),casting crowns
the path,orleans
war and pain,voivod
heart of mine,the oak ridge boys
pins and needles (in my heart),stonewall jackson
bet your heart on me,johnny lee
not taking you back (feat. rapsody),heather victoria
falling,iration
seventeen forever,metro station
for her love,marshall crenshaw
the night owls,little river band
raging waters,al jarreau
gunman,them crooked vultures
kill dem,vybz kartel
denial,sevendust
when you come back down,nickel creek
long distance call,muddy waters
the cape,guy clark
i am yours,derek & the dominos
new millennium cyanide christ,meshuggah
honeymoon bay,xavier rudd
bully of the town,the everly brothers
when you gonna wake up,bob dylan
cantaloop,us3
creepin',grand funk railroad
love bites,def leppard
last rites / loved to deth,megadeth
who got my natural comb?,ted hawkins
live and let live,jefferson starship
you need to calm down,taylor swift
knuck if you buck,crime mob
open your eyes,alter bridge
waterloo,abba
slave mill,damian marley
the fire next time (intro),billy woods
worried about my baby,j.b. lenoir
heaven's just a sin away,kelly willis
take me to heart,quarterflash
beautiful life,ace of base
fly away,bread
hard drugs,stick figure
pride of man,gordon lightfoot
i don't go for that,quincy jones
stay with me,the dictators
johnny reb,johnny cash
evicted,the dear hunter
part iii,duke ellington
teach me tonight,etta james
first snow (ooah remix),emancipator
you shook me all night long,ac/dc
i think i lost my headache,queens of the stone age
walk it off,lil wayne
i'm holding you,ween
ghost girl,télépopmusik
could you believe,al jarreau
and that reminds me,della reese
who do you love,dorothy
love will find a way,michael franti & spearhead
warm,johnny mathis
they can't take that away from me,patti austin
"slags, slates etc.",the fall
love surrounds me,dennis wilson
give me your love,freddie mcgregor
the white rose of athens,nana mouskouri
find your love,drake
butterbean,the b-52's
four days gone,buffalo springfield
blue rain,glenn miller
raindrops,dee clark
warning sign,coldplay
if only your eyes could lie,earl thomas conley
bristol stomp,the dovells
ice ice baby (re-recorded version),vanilla ice
would you mind,"earth, wind & fire"
shakedown,bob seger
sensi boy,hirie
tangled up in you,staind
l.a. freeway,roger creager
come out and play,billie eilish
the lung,hiatus kaiyote
love removal machine,the cult
yellow brick road turns blue,chris ledoux
i stole your love,kiss
hopeless,breaking benjamin
gravity,josh turner
once more,george jones
old world new world,inxs
i'm free,the who
living together alone,conway twitty
fallen,mýa
s.o.s,the holdup
how long,the marcus king band
just landed,cantoma
somebody's back in town,loretta lynn
outside the rain,stevie nicks
i believe in love,dixie chicks
precious memories,waylon jennings
out of love (i'm the one love forgot),the uniques
born with a tail,supersuckers
race among the ruins,gordon lightfoot
let's get it on,smif-n-wessun
a teenager in love,dion & the belmonts
yellow coat,screamin' jay hawkins
faces in disguise,sunny day real estate
the big payback,epmd
viljen i veta (would you like to know?),sven-bertil taube
we're ready,boston
energy,"earth, wind & fire"
i'm ready if you're willing,johnny horton
my days,naâman
sidewalk surfin',jan & dean
unchained melody,bobby vinton
soul-crusher,white zombie
it's a blue world,the four freshmen
tek it off,jahmiel
weakness in a man,waylon jennings
bless the telephone,labi siffre
hopeless case,g. love & special sauce
another dream just came true,the oak ridge boys
distant sun,crowded house
hold det nede (med dirty definite),tungtvann
joga,björk
after the love slips away,earl thomas conley
happy hawaii,abba
stand up,sugarland
big louise,scott walker
pretres,gane rimatore
my heart reminds me,dean martin
come hell or high water,poison
party,boston
tongues,joywave
sleep,porter wagoner
sleep dirt,frank zappa
the morning after,ratt
there must be,kofi
violins,lagwagon
gangsta's paradise (re-recorded version),coolio
crash street kids,mott the hoople
the long black veil,bobby bare
evil (is going on),howlin' wolf
i like dreamin',kenny nolan
honey would you stand by me,kenny chesney
guns,all them witches
bye bye bad man,the stone roses
i before e except after c,yaz
straight to the heart,david sanborn
quiet little voices,we were promised jetpacks
cum down,bargain music
that's the beat of a heart,the warren brothers
warning blues,mandrill
blue in green (take 3),bill evans
native son prequel ft. leo napier (jenaux remix),gramatik
like there ain't no yesterday,blackhawk
fear inoculum,tool
addiction,shi 360
cracking up,nick lowe
le vicomte,soel
simple,florida georgia line
w/s foe life,mack 10
ohio,jon batiste
you're the reason,hank williams iii
what the world needs now is love,burt bacharach
it's about time,william clark green
whole lotta shakin' goin' on,big maybelle
song for the dumped,ben folds five
same old story,passafire
sadder days,robert cray
